isbn,publication_year,category,book_name,author,price_in_euros,publisher,published_country,language,no_of_pages
9780241508695,2022,artanddesign,apollo remastered,Andy Saunders,49.99,Penguin Books Ltd,England,English,456.0
9781849947879,2022,artanddesign,wild textiles,Alice Fox,15.67,Batsford Books,England,English,128.0
9781472223845,2022,artanddesign,the marriage portrait,Maggie OFarrell,16.99,Headline Publishing Group,England,English,438.0
9781855147430,2022,artanddesign,elizabeth ii,Gallery National Portrait,14.95,National Portrait Gallery,England,English,152.0
9780500296608,2022,artanddesign,spring cannot be cancelled,David Hockney,12.99,Thames and Hudson Ltd,England,English,280.0
9781529151145,2022,artanddesign,the story of art without men,Hessel Katy,26.49,Cornerstone,England,English,520.0
9781786784285,2022,artanddesign,england on fire,Ellcock Stephen,18.99,Watkins Media Limited,England,English,256.0
9781529157529,2022,artanddesign,creativity,Cleese John,6.38,Cornerstone,United Kingdom,English,103.0
9781788541947,2022,artanddesign,heaven on earth,Emma J Wells,24.75,Head of Zeus,England,English,512.0
9781644230695,2022,artanddesign,the 5 lives of hilma af klint,Julia Voss,18.99,David Zwirner Books,New York (State),English,120.0
9780500518649,2022,artanddesign,the real and the romantic,Frances Spalding,28.99,Thames and Hudson Ltd,England,English,384.0
9780500296455,2022,artanddesign,the wild world of barney bubbles,Gorman Paul,22.2,Thames and Hudson Ltd,England,English,224.0
9780500025208,2022,artanddesign,affinities,Adam Green,34.99,Thames and Hudson Ltd,England,English,368.0
9780500480649,2022,artanddesign,india,Blurton Richard T,22.2,Thames and Hudson Ltd,England,English,320.0
9780500023297,2022,artanddesign,the emperors of byzantium,Kevin Lygo,18.99,Thames and Hudson Ltd,England,English,336.0
9780500025413,2022,artanddesign,a world history of women photographers,Lebart Luce,44.47,Thames and Hudson Ltd,England,English,504.0
9781849768214,2022,artanddesign,walter sickert,Chambers Emma,28.99,Tate Publishing,England,English,239.0
9781588397546,2022,artanddesign,george grosz in berlin,Rewald Sabine,25.99,Yale University Press,New York (State),English,179.0
9781909932517,2022,artanddesign,piet mondrian,Hans Janssen,27.28,Ridinghouse,England,English,540.0
9781800181557,2022,artanddesign,"feather, leaf, bark & stone",Jackie Morris,15.99,Unbound,England,English,160.0
9780241366356,2019,artanddesign,the beauty of everyday things,Muneyoshi Yanagi,9.26,Penguin Books Ltd,England,English,346.0
9780857527844,2022,artanddesign,bryant & may's peculiar london,Christopher Fowler,15.31,Transworld,England,English,400.0
9780714151304,2022,artanddesign,feminine power,Belinda Crerar,22.2,British Museum Press,England,English,272.0
9780711271692,2022,artanddesign,rhs desk diary 2023,Horticultural Royal Society,13.49,Frances Lincoln,England,English,112.0
9781529156089,2022,artanddesign,raw concrete,Barnabas Calder,9.99,Cornerstone,United Kingdom,English,405.0
9780241525715,2022,artanddesign,i paint what i want to see,Guston Philip,8.99,Penguin Books Ltd,United Kingdom,English,271.0
9781783785520,2022,artanddesign,orwell's roses,Rebecca Solnit,8.75,Granta Publications,England,English,320.0
9781787330566,2022,artanddesign,"good pop, bad pop",Cocker Jarvis,15.58,Vintage Publishing,England,English,355.0
9780847870714,2021,artanddesign,elizabeth ii,Chris Jackson,27.2,Rizzoli International Publications,New York (State),English,224.0
9781800182028,2022,artanddesign,birds,Reeves Vic,12.99,Unbound,England,English,224.0
9780500295830,2021,artanddesign,how to understand art,Benton Janetta Rebold,9.16,Thames and Hudson Ltd,England,English,175.0
9780500025703,2022,artanddesign,vivian maier,Maier Vivian,31.99,Thames and Hudson Ltd,England,English,256.0
9780719840418,2022,artanddesign,advanced jewellery cad modelling in rhino,Jack Meyer,19.99,The Crowood Press,England,English,320.0
9781782219484,2022,artanddesign,the watercolour companion,Matthew Palmer,7.71,Search Press,England,English,128.0
9781914314131,2022,artanddesign,portrait of britain. vol. 4,Press,17.79,Hoxton Mini Press,England,English,336.0
9780500024881,2022,artanddesign,the british surrealists,Desmond Morris,18.99,Thames and Hudson Ltd,England,English,247.0
9781838664046,2022,artanddesign,faye toogood,Alistair ONeill,50.99,Phaidon Press Ltd,England,English,280.0
9780141035819,2008,artanddesign,design as art,Bruno Munari,8.18,Penguin Books Ltd,England,English,223.0
9780500023341,2021,artanddesign,miroslav sasek,Martin Salisbury,14.18,Thames and Hudson Ltd,England,English,111.0
9780500545355,2021,artanddesign,american geography,Black Matt,28.99,Thames and Hudson Ltd,England,English,168.0
9781646091423,2022,artanddesign,encyclopaedia eorzea,Enix Square,30.99,Penguin Random House Group,California,English,304.0
9780300255324,2022,artanddesign,hieronymus bosch,Carroll D Margaret,19.23,Yale University Press,Connecticut,English,192.0
9780847871872,2022,artanddesign,jean-michel basquiat,Basquiat JeanMichel,28.99,Rizzoli Electa,New York (State),English,336.0
9781911344971,2022,artanddesign,movement,Thalia Verkade,10.99,Scribe Publications Pty Ltd,England,English,288.0
9781633451117,2022,artanddesign,wolfgang tillmans - to look without fear,Tillmans Wolfgang,41.29,"The Museum of Modern Art, New York",New York (State),English,320.0
9780241450819,2022,artanddesign,how art works,DK,15.31,Dorling Kindersley Ltd,England,English,223.0
9780711258044,2022,artanddesign,colours of art,Ashby Chlo,18.99,Frances Lincoln,England,English,256.0
9780300244137,2022,artanddesign,courbet's landscapes,Galvez Paul,25.99,Yale University Press,Connecticut,English,208.0
9781633451322,2022,artanddesign,matisse,Ann Temkin,28.99,"The Museum of Modern Art, New York",New York (State),English,223.0
9780711264656,2022,artanddesign,women's work,Ferren Gipson,18.99,Frances Lincoln,England,English,222.0
9781851245284,2022,artanddesign,the historic heart of oxford university,Geoffrey Tyack,29.44,Bodleian Library,England,English,192.0
9781580934381,2022,artanddesign,basic human anatomy,Osti Roberto,23.44,The Monacelli Press,New York (State),English,304.0
9781872005614,2022,artanddesign,football,Eleanor Watson,25.74,Design Museum Publishing,England,English,301.0
9781912520619,2022,artanddesign,norman ackroyd,Ackroyd Norman,13.61,Royal Academy of Arts,England,English,96.0
9781914414138,2022,artanddesign,churchill in punch,Gary L Stiles,37.99,Unicorn Publishing Group,England,English,520.0
9781580935258,2022,artanddesign,hotel chelsea,Mock Ray,37.36,The Monacelli Press,New York (State),English,255.0
9781849076173,2022,artanddesign,philip's 2023 stargazing month-by-month guide to the night sky britain & ireland,Henbest Nigel,6.38,Octopus,England,English,96.0
9780750998680,2022,artanddesign,recreating titanic and her sisters,J Kent Layton,30.68,The History Press,England,English,192.0
9781783785452,2021,artanddesign,orwell's roses,Rebecca Solnit,9.46,Granta Publications,England,English,320.0
9780711271708,2022,artanddesign,rhs pocket diary 2023,Horticultural Royal Society,7.33,Frances Lincoln,England,English,112.0
9781802790146,2022,artanddesign,little book of valentino,Homer Karen,10.41,Welbeck Publishing,England,English,160.0
9781788704601,2022,artanddesign,england's villages,Ben Robinson,9.64,Blink Publishing,England,English,432.0
9781781301197,2022,artanddesign,ingrid pollard - carbon slowly turning,Ingrid Pollard,22.39,Bloomsbury Publishing (UK),England,English,192.0
9780141986289,2020,artanddesign,don't touch my hair,Dabiri Emma,8.18,Penguin Books Ltd,United Kingdom,English,243.0
9781529113341,2022,artanddesign,on freedom,Maggie Nelson,12.69,Random House,England,English,304.0
9781782219439,2022,artanddesign,botanical watercolours through the seasons,Maugy Sandrine,14.99,Search Press,England,English,176.0
9781529369397,2022,artanddesign,tiepolo blue,Cahill James,11.63,Hodder & Stoughton,England,English,352.0
9781474613798,2022,artanddesign,the mirror and the palette,Higgie Jennifer,9.45,Orion,England,English,336.0
9780063211940,2022,artanddesign,stunning iceland,Bertrand Jouanne,15.72,HarperCollins,New York (State),English,256.0
9783791388748,2022,artanddesign,spray nation,Gastman Roger,24.99,Prestel,Germany,English,288.0
9780241464830,2022,artanddesign,venice,Matthew Rice,14.99,Penguin Books Ltd,England,English,224.0
9781803281254,2022,artanddesign,the medici,Hollingsworth Mary,9.69,Head of Zeus,England,English,480.0
9781838861674,2022,artanddesign,forests,Connolly Kieron,15.99,Amber Books Ltd,England,English,224.0
9781588397270,2021,artanddesign,surrealism beyond borders,DAlessandro Stephanie,50.5,Yale University Press,New York (State),English,383.0
9780306826689,2022,artanddesign,into every generation a slayer is born,Evan Katz Ross,14.37,"Little, Brown",England,English,400.0
9781912891900,2022,artanddesign,art against despair,Life School of,16.99,The School of Life Press,England,English,208.0
9780300263855,2022,artanddesign,igshaan adams - desire lines,Adams Igshaan,15.99,Yale University Press,Illinois,English,109.0
9780691215785,2022,artanddesign,the art of cloth in mughal india,Houghteling Sylvia,37.47,Princeton University Press,New Jersey,English,280.0
9781869827762,2022,artanddesign,glyn philpot - flesh and spirit,Martin Simon,27.28,Yale University Press,England,English,128.0
9781913645274,2022,artanddesign,edvard munch,Barnaby Wright,17.99,Courtauld,England,English,144.0
9780751584332,2021,artanddesign,a year unfolding,Angela Harding,15.99,"Little, Brown",England,English,208.0
9781846276637,2022,artanddesign,brilliant maps,Ian Wright,10.99,Granta Publications,England,English,232.0
9783967040388,2022,artanddesign,house of joy,Elli Stuhler,28.99,Gestalten,Germany,English,253.0
9783897906549,2022,artanddesign,gyöngy laky - screwing with order,Gyongy Laky,42.99,Arnoldsche Verlagsanstalt,Germany,English,328.0
9789887462996,2022,artanddesign,drawing attention,Victionary,25.76,Victionary,China,English,256.0
9781912843428,2022,artanddesign,anatomy for artists,Fox Tom,27.28,3DTotal Publishing,England,English,301.0
9780241481714,2021,artanddesign,nests,Ogilvy Susan,15.58,Penguin Books Ltd,England,English,128.0
9783836585606,2022,artanddesign,witchcraft,Hundley Jessica,22.2,TASCHEN,Germany,English,519.0
9780063055735,2021,artanddesign,the wonderful wizard of oz interactive,Baum Frank L,17.4,HarperCollins,New York (State),English,256.0
9781785009914,2022,artanddesign,line and wash painting,Chaderton Liz,10.99,The Crowood Press,England,English,128.0
9780719840814,2022,artanddesign,painting birds in watercolour,Chaderton Liz,10.99,The Crowood Press,England,English,96.0
9781849768122,2022,artanddesign,radical landscapes,Darren Pih,18.99,Tate Publishing,England,English,240.0
9780719841064,2022,artanddesign,mixed-media collagraph prints,Oldfield Vicky,10.99,The Crowood Press,England,English,112.0
9781838664763,2022,artanddesign,"inside, at home with great designers",Editors Phaidon,30.64,Phaidon Press Ltd,England,English,272.0
9780500022689,2021,artanddesign,nuno,Reiko Sudo,37.99,Thames and Hudson Ltd,England,English,379.0
9780719840319,2022,artanddesign,linocut and reduction printmaking,Boswell Laura,19.99,The Crowood Press,England,English,176.0
9781032253985,2022,artanddesign,creative jazz improvisation,D Reeves Scott,50.46,Taylor & Francis,England,English,352.0
9780500023754,2020,artanddesign,the book of pebbles,Christopher Stocks,8.18,Thames and Hudson Ltd,England,English,115.0
9781786270955,2017,artanddesign,vintage menswear,Douglas Gunn,12.73,Orion,England,English,304.0
9781838665470,2022,artanddesign,1000 design classics,Editors Phaidon,53.99,Phaidon Press Ltd,England,English,592.0
9780500025284,2022,artanddesign,if these apples should fall,Clark J T,22.2,Thames and Hudson Ltd,England,English,240.0
9780500025949,2022,artanddesign,shocking,Carrire Carron MarieSophie de la,35.31,Thames and Hudson Ltd,England,English,288.0
9780500094105,2019,artanddesign,paula rego - nursery rhymes,Paula Rego,11.67,Thames and Hudson Ltd,England,English,70.0
9780870703416,1996,artanddesign,the family of man,Edward Steichen,15.99,"The Museum of Modern Art, New York",New York (State),English,192.0
9780719840531,2022,artanddesign,creative flower and plant photography,Hollman Molly,13.64,The Crowood Press,England,English,192.0
9781838665685,2022,artanddesign,olafur eliasson - experience,Elasson lafur,50.99,Phaidon Press Ltd,England,English,488.0
9780714832470,2007,artanddesign,the story of art,E Gombrich H,27.25,Phaidon Press Ltd,England,English,688.0
9780714847030,2006,artanddesign,the story of art,EH Gombrich,15.43,Phaidon Press Ltd,England,English,1064.0
9780500023310,2022,artanddesign,drawing for illustration,Martin Salisbury,30.0,Thames and Hudson Ltd,England,English,240.0
9783791388465,2022,artanddesign,feeling seen,Addy Campbell,28.2,Prestel Publishing,Germany,English,208.0
9781848225923,2022,artanddesign,eric ravilious,Alan Powers,25.29,Lund Humphries Publishers Ltd,England,English,216.0
9780847872107,2022,artanddesign,frank auerbach,Feaver William,41.29,Rizzoli International Publications,New York (State),English,408.0
9781800920910,2022,artanddesign,the kew book of botanical illustration,Christabel King,10.99,Search Press,England,English,128.0
9780300264067,2022,artanddesign,rodin in the united states,Auguste Rodin,32.41,Yale University Press,Massachusetts,English,256.0
9780847858637,2022,artanddesign,graffiti life,Andr,44.47,Rizzoli International Publications,New York (State),English,252.0
9781849947640,2022,artanddesign,hazel soan's art of the limited palette,Hazel Soan,14.99,Batsford Books,England,English,192.0
9780760371350,2022,artanddesign,the landscape painter's workbook,Albala Mitchell,15.31,Rockport Publishers,Massachusetts,English,176.0
9781350172210,2021,artanddesign,how to read a dress,Edwards Lydia,21.65,Bloomsbury Publishing (UK),England,English,280.0
9780140513233,1999,artanddesign,the penguin dictionary of architecture and landscape architecture,Fleming John,12.99,Penguin Books Ltd,England,English,643.0
9780500204603,2020,artanddesign,interior design since 1900,Anne Massey,11.57,Thames and Hudson Ltd,England,English,271.0
9781646011360,2022,artanddesign,plain weave,Ignell Tina,21.21,Trafalgar Square,Vermont,English,196.0
9781839811623,2022,artanddesign,grit blocs,Dave Parry,19.99,Vertebrate Publishing,England,English,224.0
9780711265462,2022,artanddesign,smart photos,Bradford Jo,10.41,White Lion Publishing,England,English,144.0
9781784778507,2021,artanddesign,travel photographer's way,Jemil Nori,15.31,Bradt Travel Guides,United Kingdom,English,352.0
9780711269262,2021,artanddesign,modernist estates,Orazi Stefi,15.31,Frances Lincoln,England,English,192.0
9781782218746,2021,artanddesign,sketching for the absolute beginner,Cronin Peter,9.79,Search Press,England,English,144.0
9781788168304,2022,artanddesign,the brompton,ButlerAdams Will,18.99,Profile,England,English,288.0
9781781578049,2021,artanddesign,photography,Emma Lewis,24.75,Octopus,England,English,256.0
9780141991252,2021,artanddesign,what artists wear,Charlie Porter,12.53,Penguin Books Ltd,United Kingdom,English,369.0
9780241381854,2019,artanddesign,complete pottery techniques,Nigel Wright,18.99,Dorling Kindersley Ltd,England,English,256.0
9781914414718,2022,artanddesign,a thousand fates,Richard Taylor,20.99,Unicorn Publishing Group,England,English,208.0
9780938896005,2022,artanddesign,the world of marty stuart,Marty Stuart,34.3,University Press of Mississippi,Mississippi,English,200.0
9781782406341,2018,artanddesign,conscious creativity,Philippa Stanton,11.67,Leaping Hare Press,England,English,160.0
9780241529324,2021,artanddesign,big panda and tiny dragon,James Norbury,12.53,Penguin Books Ltd,England,English,160.0
9781368076500,2022,artanddesign,art of coloring: hocus pocus,Books Disney,12.73,Disney Editions,California,English,128.0
9780500296950,2022,artanddesign,the story of scottish art,Goudie Lachlan,18.99,Thames and Hudson Ltd,England,English,384.0
9781250858641,2022,artanddesign,the end of solitude,Deresiewicz William,20.66,Henry Holt,New York (State),English,320.0
9781452180496,2022,artanddesign,pink flamingos and the yellow pages,Bob Hambly,12.77,Chronicle Books,California,English,112.0
9781912737086,2021,artanddesign,circular design for fashion,Ellen Foundation MacArthur,25.56,Ellen MacArthur Foundation,England,English,207.0
9780847866304,2022,artanddesign,ralph lauren's polo shirt,Lauren Ralph,23.99,Rizzoli International Publications,New York (State),English,496.0
9781857096873,2022,artanddesign,winslow homer,Homer Winslow,15.99,Yale University Press,England,English,128.0
9780702318269,2022,artanddesign,tom gates advent calendar book collection,Liz Pichon,14.37,Scholastic,England,English,576.0
9780702302374,2022,artanddesign,nature: a magical journey through the year,Conway Sara,10.41,Scholastic,England,English,160.0
9781838510114,2022,artanddesign,fashioning masculinities,McKever Rosalind,27.22,V&A,England,English,272.0
9781784727130,2022,artanddesign,the art of living with white,Chrissie Rucker,25.76,Octopus,England,English,256.0
9780241480496,2021,artanddesign,a modern way to live,Gibberd Matt,19.23,Penguin Books Ltd,England,English,336.0
9781784946395,2022,artanddesign,watercolour the natural world,Pond Tim,11.67,The Guild of Master Craftsman Publications,England,English,144.0
9780854882960,2022,artanddesign,theaster gates - a clay sermon,Gates Theaster,31.99,Whitechapel Gallery,England,English,219.0
9780760376515,2022,artanddesign,principles of logo design,Bokhua George,28.99,Rockport Publishers,Massachusetts,English,224.0
9780711267428,2022,artanddesign,house london,Ellie Stathaki,25.76,Frances Lincoln,England,English,256.0
9781800240247,2022,artanddesign,a woman's world,Amaral Marina,18.99,Head of Zeus,England,English,448.0
9780241339121,2018,artanddesign,create dangerously,Albert Camus,3.26,Penguin Books Ltd,England,English,64.0
9781580936071,2022,artanddesign,fifth avenue,Hennessey J William,19.99,The Monacelli Press,New York (State),English,224.0
9780711265783,2022,artanddesign,cities of the dead,Yolanda Zappaterra,23.99,Frances Lincoln,England,English,240.0
9780141035796,2008,artanddesign,ways of seeing,Berger John,7.99,Penguin Books Ltd,England,English,165.0
9781789940497,2022,artanddesign,kicking glass,Cooper Neile,12.56,Bloomsbury Publishing (UK),England,English,176.0
9781838510138,2021,artanddesign,beatrix potter - drawn to nature,Annemarie Bilclough,20.99,V&A,England,English,215.0
9780198792635,2022,artanddesign,the making of our urban landscape,Geoffrey Tyack,18.32,OUP Oxford,England,English,352.0
9781409564256,2014,artanddesign,write and draw your own comics,Louie Stowell,9.26,Usborne Publishing,England,English,100.0
9781473630833,2018,artanddesign,the secret lives of colour,Clair Kassia St,11.63,John Murray Press,England,English,327.0
9781984860583,2022,artanddesign,understanding street photography,Bryan Peterson,19.99,Clarkson Potter/Ten Speed,California,English,185.0
9781788403566,2022,artanddesign,giles 2023,Giles,10.41,Octopus,England,English,160.0
9780760376218,2022,artanddesign,the art of the travel journal,Abbey Sy,12.2,Quarry Books,California,English,128.0
9781905662739,2022,artanddesign,came the lightening,Harrison Olivia,25.0,Genesis Publications,England,English,104.0
9781912217304,2018,artanddesign,how to read buildings,Carol Cragoe Davidson,8.56,Bloomsbury Publishing (UK),England,English,256.0
9780008536213,2022,artanddesign,the other side of the coin,Angela Kelly,17.4,HarperCollins Publishers,England,English,320.0
9781032015811,2022,artanddesign,building blocks of tabletop game design: an encyclopedia of mechanisms,Engelstein,52.53,CRC Press,Florida,English,586.0
9780358653042,2021,artanddesign,pictures by j.r.r. tolkien,JRR Tolkien,24.99,HMH Books,Massachusetts,English,104.0
9781788423816,2021,artanddesign,contraptions,Heath Robinson W,18.99,Duckworth Books,England,English,192.0
9781838857363,2021,artanddesign,fear stalks the land,Donwood Stanley Thom Yorke and,7.66,Canongate Books,Scotland,English,176.0
9781787303195,2021,artanddesign,murakami t,Haruki Murakami,12.53,Random House,England,English,192.0
9781849768344,2022,artanddesign,the art of feminism,Helena Reckitt,22.2,Tate Publishing,England,English,320.0
9781849767651,2021,artanddesign,life between islands,Alex Farquharson,28.99,Tate Publishing,England,English,271.0
9781849767941,2022,artanddesign,the barbara hepworth sculpture garden,Miranda Phillips,11.67,Tate Publishing,England,English,96.0
9780262543385,2022,artanddesign,radical pedagogies,Beatriz Colomina,36.99,The MIT Press,Massachusetts,English,415.0
9781848225497,2022,artanddesign,bernini and his world,Livio Pestilli,47.99,Lund Humphries Publishers Ltd,England,English,288.0
9781644032701,2022,artanddesign,smocking stencils,Hofmann Maggie,16.5,C&T Publishing,California,English,16.0
9780262543538,2022,artanddesign,gerhard richter,B Buchloh D H,32.17,MIT Press,Massachusetts,English,696.0
9783836589192,2022,artanddesign,henri matisse - cut-outs,Nret XavierGilles,18.99,TASCHEN,Germany,English,412.0
9784756254757,2021,artanddesign,mushroom botanical art,Fukiharu Toshimitsu,18.99,PIE,Japan,English,208.0
9781009151443,2022,artanddesign,the cambridge illustrated history of china,Buckley Ebrey Patricia,31.99,Cambridge University Press,England,English,400.0
9781849946919,2022,artanddesign,adam dant's political maps,Adam Dant,20.99,Batsford Books,England,English,112.0
9781911663720,2022,artanddesign,a petal unfolds,Beech Susan,13.99,HarperCollins Publishers,England,English,176.0
9780224031226,2022,artanddesign,a life of picasso. volume iv the minotaur years 1933-1943,John Richardson,22.99,Vintage Publishing,England,English,320.0
9782080204035,2022,artanddesign,obsession,Benam Laurence,41.17,Flammarion,France,English,168.0
9789887566595,2022,artanddesign,from type to logo,Victionary,25.76,Victionary,China,English,272.0
9781787334243,2022,artanddesign,haunted air,Brown Ossian,21.66,Vintage Publishing,England,English,216.0
9781912740130,2022,artanddesign,drawing the female figure,Hayashi Hikaru,22.99,Korero Press,England,English,176.0
9781684620500,2022,artanddesign,cricut made easy with sweet red poppy,Coffin Kimberly,16.5,Get Creative 6,New York (State),English,175.0
9781645674146,2022,artanddesign,watercolor in nature,Haizlett Rosalie,14.99,Page Street Publishing,Massachusetts,English,168.0
9780500023792,2021,artanddesign,vivienne westwood catwalk,Vivienne Westwood,44.47,Thames and Hudson Ltd,England,English,631.0
9781838662851,2021,artanddesign,woman made,Hall Jane,30.64,Phaidon Press Ltd,England,English,263.0
9780500094259,2021,artanddesign,barbara hepworth,Clayton Eleanor,18.99,Thames and Hudson Ltd,England,English,288.0
9781785007965,2020,artanddesign,arts and crafts architecture,Holder Julian,17.32,The Crowood Press,England,English,160.0
9781912722938,2021,artanddesign,"in the end, it was all about love",Musa Okwonga,13.21,Rough Trade Books,England,English,132.0
9789171265586,2022,artanddesign,shipwreck,Carl Douglas,25.76,Max Ström,Sweden,English,184.0
9783958296336,2022,artanddesign,floodzone,Anastasia Samoylova,25.76,Steidl,Germany,English,136.0
9783967040555,2022,artanddesign,soft minimal,Architects Norm,38.49,Gestalten,Germany,English,304.0
9783967040241,2022,artanddesign,temples of books,Julia Marianne Strauss,31.99,Gestalten,Germany,English,288.0
9780500294529,2020,artanddesign,anime architecture,Riekeles Stefan,25.76,Thames and Hudson Ltd,England,English,256.0
9780500296189,2021,artanddesign,"how to use graphic design to sell things, explain things, make things look better, make people laugh, make people cry, and (every once in a while) change the world",Bierut Michael,28.99,Thames and Hudson Ltd,England,English,352.0
9780847869848,2021,artanddesign,beata heuman - every room should sing,Beata Heuman,31.99,Rizzoli International Publications,New York (State),English,224.0
9780762479313,2022,artanddesign,cuphead bobbling figurine,Entertainment Inc StudioMDHR,8.69,"Little, Brown",Pennsylvania,English,48.0
9781912520435,2021,artanddesign,milton avery,Avery Milton,19.99,Royal Academy of Arts,England,English,150.0
9781908211446,2016,artanddesign,punk london 1977,Derek Ridgers,12.28,Carpet Bombing Culture,United Kingdom,English,160.0
9780300263886,2022,artanddesign,cezanne,Achim BorchardtHume,40.35,Yale University Press,Illinois,English,268.0
9781631067648,2021,artanddesign,anime art class,Yoai,11.67,Rock Point,New York (State),English,144.0
9781600588969,2021,artanddesign,"1,500 color mixing recipes for oil, acrylic & watercolor",F Powell William,10.18,Walter Foster Publishing,California,English,176.0
9781784743796,2022,artanddesign,fragile cargo,Adam Brookes,18.62,Random House,England,English,320.0
9780062936615,2019,artanddesign,alice's adventures in wonderland,Carroll Lewis,17.4,HarperCollins,New York (State),English,313.0
9783791379388,2022,artanddesign,kingfisher with lotus flower,Anne Sefrioui,14.99,Prestel,Germany,English,274.0
9782080281876,2022,artanddesign,anatomy of comics,Damien MacDonald,18.99,Flammarion,France,English,256.0
9783753300917,2022,artanddesign,irma boom - book manifest,Boom Irma,27.68,Walther & Franz König,Germany,English,1000.0
9783836560146,2015,artanddesign,the bauhaus,Droste Magdalena,11.67,TASCHEN,Germany,English,96.0
9780500545560,2022,artanddesign,the unseen saul leiter,Erb Margit,25.76,Thames and Hudson Ltd,England,English,160.0
9780500291573,2014,artanddesign,how to write about contemporary art,Gilda Williams,11.67,Thames and Hudson Ltd,England,English,264.0
9781444335057,2015,artanddesign,metric pattern cutting for women's wear,Aldrich Winifred,30.99,Wiley,New Jersey,English,250.0
9781785009754,2021,artanddesign,drawing with charcoal,Boucher Kate,13.64,The Crowood Press,England,English,144.0
9780500094235,2020,artanddesign,a history of pictures,David Hockney,15.99,Thames and Hudson Ltd,England,English,368.0
9781838661663,2022,artanddesign,nicolas party,Aquin Stphane,25.99,Phaidon Press Ltd,England,English,158.0
9780300208429,2016,artanddesign,women of abstract expressionism,Joan M Marter,35.62,Yale University Press,Connecticut,English,215.0
9780500021743,2019,artanddesign,arcade game typography,Omagari Toshi,15.99,Thames and Hudson Ltd,England,English,272.0
9781633451087,2020,artanddesign,"engineer, agitator, constructor",Hauptman Jodi,30.46,"The Museum of Modern Art, New York",New York (State),English,312.0
9781838665647,2022,artanddesign,hay,Hay Rolf,30.64,Phaidon Press Ltd,England,English,240.0
9782080280749,2022,artanddesign,jacques grange,Passebon Pierre,58.54,Flammarion,France,English,376.0
9780847871025,2021,artanddesign,fairytales,Collins Petra,24.18,Rizzoli International Publications,New York (State),English,176.0
9781788840712,2020,artanddesign,the oxford years,Dafydd Jones,15.65,ACC Art Books,England,English,96.0
9780262046039,2022,artanddesign,frederik ruysch and his thesaurus anatomicus,Frederik Ruysch,23.17,The MIT Press,Massachusetts,English,224.0
9781588397416,2021,artanddesign,inspiring walt disney,Burchard Wolf,29.19,Yale University Press,New York (State),English,239.0
9781913743260,2022,artanddesign,flourish,Ichioka Sarah,16.99,Triarchy Press Ltd,England,English,172.0
9781848094116,2014,artanddesign,"eat, drink, nap",House Soho,25.77,Random House,England,English,309.0
9780241438114,2020,artanddesign,the interior design handbook,Frida Ramstedt,16.99,Penguin Books Ltd,England,English,240.0
9781782218098,2019,artanddesign,from clay to kiln,Carey Stuart,10.99,Search Press,England,English,160.0
9780063111783,2022,artanddesign,the lay of the land,Greer Joe,15.72,HarperCollins,New York (State),English,176.0
9781784725563,2019,artanddesign,for the love of white,Chrissie Rucker,20.99,Octopus,England,English,255.0
9781782217084,2018,artanddesign,crocheted cactuses,Abbondio Sarah,5.99,Search Press,England,English,47.0
9781912934218,2022,artanddesign,the bristol and bath art book,Bennett Emma,12.3,UIT Cambridge Ltd.,England,English,128.0
9781789098556,2022,artanddesign,"star trek, first contact",Fordham Joe,25.76,Titan,England,English,160.0
9781849942980,2015,artanddesign,natural processes in textile art,Alice Fox,16.99,Batsford Books,England,English,128.0
9781849944809,2018,artanddesign,sketchbook explorations,Rhodes Shelley,16.99,Batsford Books,England,English,144.0
9781849946100,2021,artanddesign,fragmentation and repair,Rhodes Shelley,16.99,Batsford Books,England,English,144.0
9780367517465,2022,artanddesign,keyboard skills for the practical musician,Burger Cole,39.63,Taylor & Francis,England,English,376.0
9781529316117,2021,artanddesign,in,McPhail Will,14.37,Hodder & Stoughton,England,English,272.0
9780711259065,2021,artanddesign,what alexander mcqueen can teach you about fashion,Ana Finel Honigman,11.99,Frances Lincoln,England,English,144.0
9780300253740,2020,artanddesign,the pocket,Barbara Burman,15.99,Yale University Press,Connecticut,English,263.0
9781786694874,2021,artanddesign,no modernism without lesbians,Diana Souhami,8.28,Head of Zeus,England,English,464.0
9780750985598,2018,artanddesign,pretty city london,Ferguson Siobhan,18.32,The History Press,England,English,222.0
9781529148398,2021,artanddesign,burn after writing,Jones Sharon,7.99,Ebury Publishing,England,English,160.0
9781684580828,2021,artanddesign,the book of looms,Broudy Eric,22.71,Brandeis University Press,Massachusetts,English,176.0
9781787397415,2021,artanddesign,little book of louis vuitton,Homer Karen,10.99,Welbeck Publishing,England,English,160.0
9780241396735,2021,artanddesign,architecture,Barnabas Calder,15.58,Penguin Books Ltd,United Kingdom,English,547.0
9781529027655,2021,artanddesign,funny weather,Laing Olivia,8.39,Pan Macmillan,England,English,352.0
9783967040449,2022,artanddesign,building for change,Lang Ruth,31.99,Gestalten,Germany,English,256.0
9781933492735,2013,artanddesign,how to draw,Robertson Scott,29.99,Design Studio Press,California,English,208.0
9781910401538,2022,artanddesign,the mennonites,Larry Towell,40.57,Global Book Sales,England,English,288.0
9781580935128,2022,artanddesign,beginning drawing atelier,Aristides Juliette,14.28,Monacelli Studio,New York (State),English,127.0
9780199229758,2011,artanddesign,beauty,Roger Scruton,6.38,OUP Oxford,England,English,186.0
