isbn,publication_year,category,book_name,author,price_in_euros,publisher,published_country,language,no_of_pages
9781529069143,2022,languages,the book of minds,Ball Philip,15.62,Pan Macmillan,England,English,512.0
9780281086696,2022,languages,common worship lectionary 2023,Publishing SPCK,5.77,SPCK,England,English,96.0
9780199640959,2012,languages,oxford paperback thesaurus,Maurice Waite,5.99,OUP Oxford,England,English,930.0
9781544318424,2021,languages,research methods in practice,Dahlia K Remler,57.55,SAGE Publications,California,English,728.0
9781529360882,2022,languages,rebel with a clause,Ellen Jovin,12.72,John Murray Press,England,English,400.0
9781637741320,2022,languages,spellbound,Daniel Lieberman Z,18.44,BenBella Books,New York (State),English,320.0
9780571357291,2021,languages,the owl and the nightingale,Armitage Simon,10.99,Faber & Faber,England,English,80.0
9781529722840,2021,languages,research methods for nurses and midwives,Harvey,25.29,SAGE Publications,California,English,504.0
9781529717730,2021,languages,merged methods,Gobo,43.15,SAGE Publications,California,English,312.0
9780345409461,1997,languages,the demon-haunted world,Carl Sagan,14.24,Random House Publishing Group,New York (State),English,457.0
9781783352197,2021,languages,the language lover's puzzle book,Alex Bellos,8.21,Guardian Faber Publishing,England,English,288.0
9781526161895,2022,languages,mummified,Angela Stienne,15.58,Manchester University Press,England,English,320.0
9780571338184,2022,languages,the arctic,Don Paterson,11.67,Faber & Faber,England,English,64.0
9780262046619,2022,languages,language vs. reality,Enfield J N,23.99,MIT Press,Massachusetts,English,312.0
9781544396439,2022,languages,evaluating research,C Dane Francis,40.99,SAGE Publications,California,English,336.0
9781788168267,2021,languages,a spotter's guide to countryside mysteries,John Wright,13.99,Profile,England,English,240.0
9781472288363,2022,languages,the utilita football yearbook 2022-2023,Headline,19.99,Headline Publishing Group,England,English,1056.0
9781305102255,2016,languages,outcomes elementary: workbook and cd,Dellar Hugh,19.3,Cengage Learning,Ohio,English,128.0
9781305102187,2015,languages,outcomes intermediate: workbook with cd,Andrew Walkley,19.3,Cengage Learning,Ohio,English,128.0
9781305093386,2015,languages,outcomes upper intermediate with access code and class dvd,Dellar Hugh,35.64,Cengage Learning,Ohio,English,176.0
9780865479937,2008,languages,the anatomy of story,John Truby,14.73,Faber and Faber,New York (State),English,445.0
9780684854298,1999,languages,ernest hemingway on writing,Ernest Hemingway,10.37,Simon & Schuster,New York (State),English,140.0
9781544398006,2022,languages,adventures in social research,Babbie Earl R,98.28,SAGE Publications,California,English,536.0
9781501153648,2022,languages,the dictionary of obscure sorrows,John Koenig,10.72,Simon & Schuster,New York (State),English,288.0
9780199651733,2012,languages,philosophical devices,David Papineau,16.31,OUP Oxford,England,English,192.0
9780393538700,2022,languages,"""they say / i say""",Gerald Graff,24.7,W. W. Norton & Company,New York (State),English,400.0
9780192854117,2001,languages,wittgenstein,A C Grayling,6.38,OUP Oxford,England,English,142.0
9780199640942,2012,languages,paperback oxford english dictionary,Maurice Waite,7.99,OUP Oxford,England,English,864.0
9780199558469,2009,languages,oxford paperback dictionary and thesaurus,Languages Oxford,7.99,OUP Oxford,England,English,1076.0
9781529759983,2022,languages,qualitative research for quantitative researchers,Kara,26.47,SAGE Publications,California,English,248.0
9780241251805,2016,languages,only dull people are brilliant at breakfast,Oscar Wilde,3.26,Penguin Books Ltd,England,English,51.0
9780141040394,2009,languages,troublesome words,Bill Bryson,8.18,Penguin Books Ltd,England,English,241.0
9781472289605,2022,languages,the modern bestiary,Bagniewska Joanna,13.99,Headline Publishing Group,England,English,256.0
9781785787966,2022,languages,the year i stopped to notice,Keeling Miranda,9.72,Icon Books,England,English,192.0
9781119758754,2022,languages,words of wonder,Evans Nicholas,31.21,Wiley,England,English,362.0
9780134053240,2014,languages,imaginative writing,Burroway Janet,60.21,Pearson Education,New Jersey,English,432.0
9781510770270,2022,languages,the complete guide to memory,Restak Richard,21.22,Skyhorse,New York (State),English,216.0
9780062993151,2021,languages,cultish,Amanda Montell,20.35,HarperCollins,New York (State),English,309.0
9781071817834,2022,languages,"research methods, statistics, and applications",Adams Ann Kathrynn,117.3,SAGE Publications,California,English,704.0
9780060891541,2016,languages,"on writing well, 30th anniversary edition",Zinsser,14.99,HarperCollins,New York (State),English,321.0
9781544393148,2021,languages,communication and sport,Andrew Billings C,53.17,SAGE Publications,California,English,368.0
9780691205441,2020,languages,britain's butterflies,D E Newland,15.45,Princeton University Press,New Jersey,English,256.0
9781305102194,2015,languages,outcomes upper intermediate: workbook and cd,Dellar Hugh,19.3,Cengage Learning,Ohio,English,128.0
9781305102286,2016,languages,outcomes advanced: workbook and cd,Dellar Hugh,19.3,Cengage Learning,Ohio,English,128.0
9781292290492,2019,languages,viva! 2 segunda ediçion pupil book,Hawkes Rachel,19.99,Pearson Education,England,English,144.0
9781305093348,2015,languages,outcomes. intermediate student's book,Dellar Hugh,35.64,Cengage Learning,England,English,213.0
9780393978513,2006,languages,dubliners,James Joyce,10.78,W. W. Norton & Company,New York (State),English,371.0
9780008253196,2018,languages,collins cobuild primary learner's dictionary,Available Not,11.63,HarperCollins Publishers,England,English,528.0
9781857151053,1992,languages,the meaning of the glorious koran,Marmaduke Pickthall,14.7,Everyman,England,English,693.0
9780691197289,2019,languages,britain's day-flying moths,D E Newland,14.31,Princeton University Press,New Jersey,English,232.0
9780859915137,1996,languages,dictionary of northern mythology,Rudolf Simek,18.79,Boydell & Brewer Ltd,England,English,424.0
9780714119106,1998,languages,how to read egyptian hieroglyphs,Collier Mark,7.99,British Museum Press,England,English,179.0
9781788168496,2022,languages,speaking and being,Gmsay Kbra,12.99,Profile,England,English,240.0
9780553263152,2012,languages,bobby fischer teaches chess,Bobby Fischer,6.99,Random House Publishing Group,New York (State),English,352.0
9780140127225,1992,languages,on directing film,David Mamet,11.32,Penguin Publishing Group,England,English,107.0
9780691199795,2020,languages,britain's birds,Hume Rob,16.99,Princeton University Press,New Jersey,English,579.0
9780061125874,2017,languages,the study quran,Hossein Nasr Seyyed,23.38,HarperCollins,New York (State),English,2048.0
9781506276403,2021,languages,anatomy coloring book,McCann Stephanie,13.99,Kaplan Test Prep,New York (State),English,360.0
9780715612583,1977,languages,primer of greek grammar,ED Mansfield,16.99,Bloomsbury Publishing,England,English,220.0
9780199601080,2011,languages,concise oxford english dictionary,Angus Stevenson,18.32,OUP Oxford,England,English,14.0
9781568363844,2011,languages,japanese for busy people i,AJALT,16.37,Kodansha USA,United States,English,296.0
9781848310889,2009,languages,introducing linguistics,L R Trask,4.59,Icon Books,England,English,175.0
9781108657822,2017,languages,making connections level 2 student's book,Jo McEntire,25.53,Cambridge University Press,England,English,288.0
9780061997228,2011,languages,"wheelock's latin, 7th edition",Frederic M Wheelock,12.37,HarperCollins,New York (State),English,608.0
9781350155572,2022,languages,the art of writing for the theatre,Luke Yankee,16.99,Bloomsbury Publishing (UK),England,English,216.0
9780008276973,2020,languages,the science of storytelling,Storr Will,8.64,HarperCollins Publishers,England,English,297.0
9780007183074,2012,languages,mushrooms,Harding Patrick,5.4,HarperCollins Publishers,England,English,256.0
9780192803450,2011,languages,derrida,Glendinning Simon,6.38,OUP Oxford,England,English,124.0
9780007427925,2014,languages,knowledge is beautiful,David McCandless,17.4,HarperCollins Publishers,England,English,255.0
9781412956963,2008,languages,quantitative research in communication,Allen,37.99,SAGE Publications,England,English,280.0
9780008222055,2018,languages,collins primary thesaurus,Collins Dictionaries,9.58,HarperCollins Publishers,Scotland,English,384.0
9780099505570,2011,languages,through the language glass,Deutscher Guy,8.99,Random House,England,English,309.0
9781444723250,2012,languages,on writing,King Stephen,9.45,Hodder & Stoughton,England,English,351.0
9781472288356,2022,languages,the utilita football yearbook 2022-2023,Headline,36.99,Headline Publishing Group,England,English,1056.0
9780385339032,2013,languages,screenplay,Field Syd,12.26,Random House Publishing Group,New York (State),English,320.0
9780198821489,2019,languages,a dictionary of biology,Hine Robert,9.75,OUP Oxford,England,English,728.0
9780141983417,2020,languages,the case against reality,D Donald Hoffman,9.99,Penguin Books Ltd,England,English,272.0
9781529388671,2022,languages,are you thinking clearly?,Matt Warren,14.37,Hodder & Stoughton,England,English,272.0
9780008536442,2022,languages,how to be confident,James Smith,14.62,HarperCollins Publishers,England,English,277.0
9781800172838,2022,languages,pn review 264,Andrew Latimer,8.18,Carcanet Press,England,English,64.0
9781071808238,2020,languages,communication in everyday life,Duck Steve,61.23,SAGE Publications,California,English,384.0
9780486273754,2000,languages,essential russian grammar,Brian Kemple,5.49,Dover Publications Inc.,New York (State),English,105.0
9780979017582,2007,languages,manhattan prep gmat test simulation booklet,GMAT Manhattan,18.41,Manhattan Prep,New York (State),English,10.0
9780241243510,2016,languages,"english for everyone. level 1, beginner practice book",Booth Thomas,7.99,Dorling Kindersley Ltd,England,English,176.0
9781292224091,2017,languages,stimmt for national 5 german student book,Harriette Lanzer,25.29,Pearson Education,England,English,240.0
9781789145946,2022,languages,the art of verbal warfare,Rik Smits,18.99,Reaktion Books,England,English,528.0
9781788162647,2022,languages,dancing on ropes,Anna Aslanyan,10.31,Profile,England,English,272.0
9781529311488,2022,languages,word perfect,Dent Susie,9.45,John Murray Press,England,English,408.0
9780300244267,2022,languages,why argument matters,Lee Siegel,15.99,Yale University Press,Connecticut,English,146.0
9780691182124,2022,languages,hummingbirds,Andy Swash,21.99,Princeton University Press,New Jersey,English,288.0
9780691231907,2022,languages,how birds live together,Marianne Taylor,19.99,Princeton University Press,New Jersey,English,224.0
9780262047036,2022,languages,curious minds,Perry Zurn,22.75,The MIT Press,Massachusetts,English,304.0
9781544361963,2021,languages,straightforward statistics with excel,Bowen ChiehChen,53.18,SAGE Publications,California,English,472.0
9780008206789,2018,languages,collins primary dictionary,HerbertLiew Maria,9.58,HarperCollins Publishers,Scotland,English,472.0
9780691229843,2022,languages,the lives of fungi,Allen Britt Bunyard,19.99,Princeton University Press,New Jersey,English,288.0
9780198716303,2022,languages,the semantics of knowledge attributions,BlomeTillmann Michael,20.54,OUP Oxford,England,English,256.0
9780691210346,2022,languages,insectpedia,Eaton Eric R,9.67,Princeton University Press,New Jersey,English,200.0
9781529412918,2021,languages,the literary almanac,Beauman Fran,8.34,Quercus Publishing,England,English,192.0
9780691205274,2022,languages,how to tell a story,Aristotle,11.99,Princeton University Press,New Jersey,English,264.0
9780691212388,2022,languages,on belonging and not belonging,Jacobus Mary,17.99,Princeton University Press,New Jersey,English,248.0
9780008507688,2022,languages,rupert annual 2023,Rupert,8.43,HarperCollins Publishers,England,English,120.0
9781529149654,2022,languages,how to be a politician,Cable Vincent,13.74,Ebury Publishing,England,English,256.0
9780691212579,2022,languages,geopedia,Bjornerud Marcia,9.67,Princeton University Press,New Jersey,English,200.0
9781350249615,2022,languages,queer euripides,Olsen Sarah,21.65,Bloomsbury Publishing (UK),England,English,288.0
9780192802484,2007,languages,african history,John Parker,4.71,OUP Oxford,England,English,165.0
9780691218595,2022,languages,the evolution of knowledge,Jrgen Renn,17.99,Princeton University Press,New Jersey,English,584.0
9781350112230,2021,languages,communicating fashion,Ethan Lascity Myles,20.5,Bloomsbury Publishing (UK),England,English,248.0
9780393542271,2021,languages,"""they say / i say""",Gerald Graff,19.55,W. W. Norton & Company,New York (State),English,416.0
9780357792360,2021,languages,the new harbrace guide,Cheryl Glenn,49.99,Cengage Learning,California,English,576.0
9780674271210,2022,languages,inky fingers,Anthony Grafton,15.99,Harvard University Press,Massachusetts,English,392.0
9781526424723,2022,languages,archival and secondary data,Chandola,15.99,SAGE Publications,California,English,184.0
9781526426628,2022,languages,experimental designs,Ariel,21.99,SAGE Publications,California,English,240.0
9781108786010,2022,languages,think starter student's book and workbook with digital pack combo a british english,Herbert Puchta,24.84,Cambridge University Press,England,English,144.0
9781108786034,2022,languages,think starter student's book and workbook with digital pack combo b british english,Herbert Puchta,24.84,Cambridge University Press,England,English,128.0
9781305093423,2016,languages,outcomes,Dellar Hugh,35.64,Cengage Learning,Kentucky,English,214.0
9780312341848,2008,languages,the story of french,JeanBenoit Nadeau,16.59,St. Martin's Publishing Group,United States,English,496.0
9781851243877,2015,languages,the first english dictionary of slang 1699,B E,8.99,Bodleian Library,England,English,224.0
9781447906773,2013,languages,cutting edge. upper intermediate workbook,Carr Comyns,19.99,Pearson Education,England,English,96.0
9780230729841,2011,languages,learning teaching,Jim Scrivener,43.28,Macmillan Education,England,English,416.0
9780415747882,2016,languages,contemporary spain,Christopher J Ross,35.61,Taylor & Francis,England,English,416.0
9781305093461,2016,languages,outcomes elementary with access code and class dvd,Dellar Hugh,35.64,Cengage Learning,Ohio,English,176.0
9783836514484,2010,languages,the book of symbols,Ami Ronnberg,22.2,TASCHEN,Germany,English,807.0
9781405862462,2008,languages,pride and prejudice,Attwood E M,9.27,Pearson Education,England,English,137.0
9780762470013,2020,languages,classical mythology a to z,Annette Giesecke,16.99,"Little, Brown",New York (State),English,375.0
9780385410953,1989,languages,madrigal's magic key to spanish,Madrigal Margarita,13.99,Crown,New York (State),English,496.0
9780140260236,1998,languages,language myths,Bauer Laurie,8.18,Penguin Books Ltd,England,English,188.0
9780691234007,2022,languages,émigrés,Richard Scholar,13.45,Princeton University Press,New Jersey,English,272.0
9780231194891,2019,languages,on my country and the world,Gorbachev Mikhail,12.3,Columbia University Press,New York (State),English,312.0
9781541788497,2021,languages,a libertarian walks into a bear,HongoltzHetling Matthew,11.63,"Little, Brown",New York (State),English,304.0
9780691089591,2001,languages,on beauty and being just,Elaine Scarry,12.3,Princeton University Press,New Jersey,English,144.0
9780765646767,2016,languages,communication theory,Igor Klyukanov,33.64,Taylor & Francis,England,English,448.0
9780691208923,2022,languages,not born yesterday,Hugo Mercier,13.45,Princeton University Press,New Jersey,English,384.0
9789087282172,2015,languages,persian in use,Anousha Sedighi,54.48,Amsterdam University Press,Netherlands,English,400.0
9780717187973,2020,languages,thirty-two words for field,Magan Manchn,15.76,Gill,Ireland,English,386.0
9781787467682,2021,languages,how to know everything,Elke Wiss,8.99,Random House,England,English,272.0
9780684838281,2008,languages,experience and education,Dewey John,6.38,Free Press,New York (State),English,91.0
9780194202435,2016,languages,practical english usage,Michael Swan,42.32,OUP Oxford,England,English,768.0
9780241960349,2015,languages,plain words,Ernest Gowers,9.99,Penguin Books Ltd,England,English,320.0
9780199543984,2009,languages,a dictionary of the bible,Browning F R W,9.75,OUP Oxford,England,English,464.0
9780199596607,2011,languages,the oxford dictionary of saints,David Farmer Hugh,10.24,OUP Oxford,England,English,496.0
9780195049961,1988,languages,the body in pain,Elaine Scarry,12.36,OUP USA,England,English,385.0
9780553584745,2002,languages,random house webster's concise american sign language dictionary,Costello Elaine,8.39,Random House Publishing Group,New York (State),English,528.0
9781107480537,2015,languages,essential grammar in use,Murphy Raymond,27.42,Cambridge University Press,England,English,320.0
9780199563449,2010,languages,the oxford dictionary of dance,Craine Debra,9.75,OUP Oxford,England,English,502.0
9780684856025,1999,languages,cryptozoology a to z,Coleman Loren,14.43,Simon & Schuster,New York (State),English,270.0
9780062868886,2020,languages,wordslut,Amanda Montell,10.7,HarperCollins,New York (State),English,304.0
9780099437420,2002,languages,a lover's discourse,Barthes Roland,7.42,Random House,England,English,234.0
9780199290505,2006,languages,equity,Sarah Worthington,35.99,OUP Oxford,England,English,354.0
9780007461455,2014,languages,adventures in brambly hedge,Barklem Jill,17.4,HarperCollins Publishers,England,English,128.0
9781910695456,2017,languages,this little art,Briggs Kate,10.99,Fitzcarraldo Editions,England,English,160.0
9781473676367,2018,languages,brewer's dictionary of phrase and fable,Dent Susie,31.32,John Murray Press,England,English,1592.0
9780358278153,2022,languages,rebel with a clause,Ellen Jovin,21.55,HMH Books,Massachusetts,English,400.0
9780062229281,2012,languages,the jaws log,Carl Gottlieb,8.43,HarperCollins,New York (State),English,224.0
9781473672666,2018,languages,willkommen! 1 activity book,Heiner Schenke,11.58,John Murray Press,England,English,128.0
9781032004853,2022,languages,a history of the arab-israeli conflict,Bickerton Ian J,50.99,Taylor & Francis,England,English,600.0
9780691153117,2011,languages,wu suo bu tan,Zhiping Zhou,40.2,Princeton University Press,New Jersey,English,442.0
9781108525244,2019,languages,complete preliminary student's book with answers,Emma Heyderman,29.13,Cambridge English Language Assessment,England,English,200.0
9781316631959,2016,languages,fun for movers. student's book,Anne Robinson,20.42,Cambridge English Language Assessment,England,English,125.0
9780933146419,2011,languages,english-arabic & arabic-english word-to-word dictionary,C Sesma,22.99,"Bilingual Dictionaries, Incorporated",United States,English,378.0
9781108909266,2022,languages,super minds starter workbook with digital pack british english,Herbert Puchta,20.59,Cambridge University Press,England,English,112.0
9781108812184,2022,languages,super minds second edition starter student's book with ebook british english,Herbert Puchta,22.63,Cambridge University Press,England,English,114.0
9781119801528,2022,languages,second language pronunciation,John Levis,32.48,Wiley,England,English,352.0
9781405177795,2022,languages,doing criticism,Chandler James,41.3,Wiley,England,English,304.0
9780281086702,2022,languages,common worship lectionary 2023,Publishing SPCK,7.58,SPCK,England,English,96.0
9781350180666,2022,languages,designing world language curriculum for intercultural communicative competence,Eddy Jennifer,24.56,Bloomsbury Publishing (UK),England,English,384.0
9781071815717,2022,languages,interviewing,Kathryn Roulston,48.99,SAGE Publications,California,English,360.0
9780262046398,2022,languages,imaginary languages,Marina Yaguello,20.99,The MIT Press,Massachusetts,English,360.0
9780393882377,2022,languages,25 great sentences and how they got that way,Geraldine Woods,12.99,W. W. Norton & Company,New York (State),English,336.0
9781914168079,2022,languages,do drama,Gannon Lucy,7.99,Do Book Co,England,English,128.0
9780593331224,2022,languages,the secrets of character,Bird Matt,12.99,Writer's Digest Books,Ohio,English,256.0
9781447333579,2022,languages,pioneering social research,Paul Thompson,23.55,Bristol University Press,England,English,254.0
9780691212029,2021,languages,dinopedia,Darren Naish,9.67,Princeton University Press,New Jersey,English,216.0
9780262045223,2022,languages,"musical bodies, musical minds",Dylan Schyff Van der,43.03,The MIT Press,Massachusetts,English,322.0
9780008206765,2018,languages,collins first school dictionary,Collins Dictionaries,7.54,HarperCollins Publishers,England,English,176.0
9781797201054,2020,languages,words to live by,Brown Jade Purple,9.99,Chronicle Books,California,English,112.0
9781108457736,2019,languages,english grammar in use. supplementary exercises,Hashemi Louise,17.25,Cambridge University Press,England,English,144.0
9781498567091,2022,languages,understanding and managing sophisticated and everyday racism,Showunmi Victoria,71.16,Lexington Books,Maryland,English,204.0
9781538164310,2022,languages,the library as playground,Dale Leorke,45.99,Rowman & Littlefield Publishers,Maryland,English,164.0
9780691220925,2022,languages,paleontology,Bainbridge David,19.99,Princeton University Press,New Jersey,English,256.0
9780190076191,2022,languages,personal but not private,Duguay Stefanie,11.76,OUP USA,New York (State),English,184.0
9780192856357,2021,languages,from literacy to literature,Cannon Christopher,24.86,OUP Oxford,England,English,314.0
9781914049040,2022,languages,constructing history across the norman conquest,Francesca Tinti,55.4,Boydell & Brewer Ltd,England,English,308.0
9780007329069,2009,languages,"eats, shoots & leaves",Lynne Truss,4.77,HarperCollins Publishers,England,English,244.0
9780691235035,2022,languages,warhol-isms,Andy Warhol,10.99,Princeton University Press,New Jersey,English,152.0
9781783276974,2022,languages,runes,Barnes Michael P,20.43,Boydell & Brewer Ltd,England,English,256.0
9781350204287,2022,languages,the playwright's manifesto,Paul Sirett,17.99,Bloomsbury Publishing (UK),England,English,288.0
9781472987365,2022,languages,a writer's journal workbook,Lucy Smit van,10.99,Bloomsbury Publishing (UK),England,English,256.0
9780691229959,2022,languages,writing on the job,B Coven Martha,10.3,Princeton University Press,New Jersey,English,144.0
9781803926063,2022,languages,china and the west,Jan Svejnar,21.99,Edward Elgar Publishing,England,English,176.0
9781474494151,2022,languages,linguist on the loose,Campbell Lyle,13.45,Edinburgh University Press,Scotland,English,304.0
9781780277714,2022,languages,the placenames of scotland,Iain Taylor,11.99,Birlinn Ltd,Scotland,English,304.0
9780198832287,2022,languages,"dictionaries in the english-speaking world, 1500-1800",Considine John,25.99,OUP Oxford,England,English,480.0
9780262543262,2022,languages,neurolinguistics,Baggio Giosu,11.99,MIT Press,Massachusetts,English,224.0
9780300264821,2022,languages,why writing matters,Delbanco Nicholas,11.63,Yale University Press,Connecticut,English,296.0
9781474477901,2021,languages,an introduction to english lexicology,Bauer Laurie,19.22,Edinburgh University Press,Scotland,English,224.0
9780750999977,2022,languages,how to read a bird,Tong Wenfei,12.3,The History Press,England,English,224.0
9780711268913,2021,languages,wake me up when it's all over...,Kate Moore,9.26,Aurum,England,English,192.0
9780750998734,2022,languages,the little book of carmarthenshire,Grigg Russell,9.62,The History Press,England,English,191.0
9780750999649,2022,languages,the little book of somerset,Fells Maurice,9.62,The History Press,England,English,192.0
9781350160255,2022,languages,an anthology of neo-latin literature in british universities,Dr Gesine Manuwald,24.56,Bloomsbury Publishing (UK),England,English,320.0
9781350166820,2022,languages,research methods for digital discourse analysis,Camilla Vasquez,14.99,Bloomsbury Publishing (UK),England,English,352.0
9781784538200,2022,languages,communication for development,John Tuckey,24.56,Bloomsbury Publishing (UK),England,English,464.0
9780691233574,2022,languages,penguins,De Roy Tui,21.99,Princeton University Press,New Jersey,English,240.0
9780691180175,2022,languages,the princeton field guide to pterosaurs,Gregory Paul S,19.99,Princeton University Press,New Jersey,English,184.0
9781780277554,2021,languages,a dictionary of scottish phrase and fable,Crofton Ian,27.28,Birlinn Ltd,Scotland,English,584.0
9780750998826,2022,languages,the little book of wales,LawsonJones Mark,9.62,The History Press,England,English,190.0
9780750998635,2022,languages,scotland yard's history of crime in 100 objects,Alan Moss,17.99,The History Press,England,English,400.0
9780691172712,2021,languages,along came google,B Deanna Marcum,11.99,Princeton University Press,New Jersey,English,232.0
9780192856739,2022,languages,medieval philosophy,Adamson Peter,10.31,OUP Oxford,England,English,672.0
9780674267961,2022,languages,legal scholars and scholarship in the people's republic of china,Nongji Zhang,25.21,Harvard University Press,Massachusetts,English,210.0
9780674270480,2022,languages,here and there,Cavell Stanley,19.44,Harvard University Press,Massachusetts,English,336.0
9780593331996,2022,languages,putting the fact in fantasy,Dan Koboldt,13.44,Penguin Publishing Group,Ohio,English,352.0
9781912454709,2022,languages,how to apologise for killing a cat,Doza Guy,13.99,Canbury Press,England,English,256.0
9781350183209,2022,languages,"fashion, identity, image",Jobling Paul,18.32,Bloomsbury Publishing (UK),England,English,176.0
9780367366896,2022,languages,the prophet and the age of the caliphates: the islamic near east from the sixth to the eleventh century,Kennedy,31.59,Taylor & Francis,England,English,402.0
9780367482343,2022,languages,the last nizam and his people: profiles and sketches from hyderabad,Chapalgaonkar,40.54,Taylor & Francis,India,English,150.0
9781568364025,2012,languages,japanese for busy people two: the workbook,AJALT,16.99,Kodansha Europe Head Office,New York (State),English,128.0
9780141003962,2002,languages,the english language,Crystal David,7.99,Penguin Books Ltd,England,English,312.0
9781509549955,2022,languages,interventions 2020,Houellebecq Michel,15.58,Polity Press,England,English,314.0
9781529790818,2022,languages,be a brilliant dyslexic student,Myhill Sarah,7.76,SAGE Publications,California,English,124.0
9780008523954,2022,languages,scrabble family dictionary,Collins Scrabble,7.57,HarperCollins Publishers,England,English,832.0
9781529779776,2022,languages,research methods in accounting,Smith,36.99,SAGE Publications,California,English,392.0
9780008523916,2022,languages,scrabble dictionary,Collins Scrabble,8.64,HarperCollins Publishers,England,English,912.0
9781472991102,2022,languages,wisden cricketers' almanack 2022,Booth Lawrence,45.76,Bloomsbury Publishing (UK),England,English,1536.0
9781352013078,2022,languages,the frameworks of english,Ballard Kim,27.21,Bloomsbury Publishing (UK),England,English,410.0
9781529701227,2022,languages,crafting ethnography,Atkinson,23.99,SAGE Publications,California,English,176.0
9781526424037,2022,languages,introduction to modern modelling methods,McCoach,22.99,SAGE Publications,California,English,304.0
9781526432148,2022,languages,beginning quantitative research,Williams,21.99,SAGE Publications,California,English,200.0
9781529761269,2022,languages,regression models for categorical and count data,Martin,21.99,SAGE Publications,California,English,272.0
9780413767707,2001,literature,blood brothers,Russell Willy,10.3,Bloomsbury Publishing (UK),England,English,101.0
9780300264487,2022,literature,critical revolutionaries,Eagleton Terry,15.99,Yale University Press,Connecticut,English,336.0
9780241391587,2022,literature,the penguin book of spiritual verse,Akbar Kaveh,14.51,Penguin Books Ltd,England,English,400.0
9781784744830,2022,literature,lyrics,Bryan Ferry,14.59,Random House,England,English,208.0
9781784709167,2022,literature,under a white sky,Elizabeth Kolbert,8.52,Random House,England,English,242.0
9780241597576,2022,literature,too much of life,Clarice Lispector,14.37,Penguin Books Ltd,England,English,400.0
9781800180796,2021,literature,cain's jawbone,E Mathers Powys,9.2,Unbound,England,English,100.0
9781780375793,2021,literature,the kids,Hannah Lowe,9.99,Bloodaxe Books Ltd,England,English,80.0
9781526624246,2022,literature,a swim in a pond in the rain,George Saunders,9.69,Bloomsbury Publishing (UK),England,English,432.0
9780140424393,2003,literature,paradise lost,John Milton,9.53,Penguin Books Ltd,England,English,453.0
9780140447590,1999,literature,the lais of marie de france,Marie,6.99,Penguin Books Ltd,England,English,164.0
9780141398693,2015,literature,come close,Sappho,3.3,Penguin Books Ltd,England,English,54.0
9780141984568,2019,literature,the penguin book of the prose poem,Jeremy NoelTod,11.56,Penguin Books Ltd,England,English,496.0
9781784743536,2022,literature,pilgrim bell,Akbar Kaveh,10.41,Random House,England,English,74.0
9780571370337,2022,literature,quiet,Adukwei Bulley Victoria,8.57,Faber & Faber,England,English,96.0
9781784743222,2022,literature,the illustrated woman,Helen Mort,10.18,Random House,England,English,96.0
9780393938371,2019,literature,beowulf,Daniel Donoghue,9.68,W. W. Norton & Company,New York (State),English,344.0
9780141190280,2009,literature,cat on a hot tin roof,Tennessee Williams,7.42,Penguin Books Ltd,England,English,123.0
9781800171862,2022,literature,rookie,Bird Caroline,10.41,Carcanet Press,England,English,144.0
9781800170209,2022,literature,lanyard,Peter Sansom,10.41,Carcanet Press,England,English,144.0
9781529063110,2022,literature,orlam,Harvey PJ,16.99,Pan Macmillan,England,English,272.0
9781911590484,2022,literature,small fires,Johnson May Rebecca,11.99,Pushkin Press,England,English,240.0
9781471199660,2020,literature,violet bent backwards over the grass,Del Lana Rey,11.68,Simon & Schuster,England,English,128.0
9781839040641,2022,literature,prima facie,Miller Suzie,9.16,Nick Hern Books,England,English,80.0
9781852245887,2002,literature,staying alive,Astley Neil,11.56,Bloodaxe Books Ltd,England,English,496.0
9780140424386,2003,literature,the canterbury tales,Chaucer Geoffrey,7.99,Penguin Books Ltd,England,English,504.0
9780140444599,1985,literature,on love and barley - haiku of basho,Basho,6.99,Penguin Books Ltd,England,English,96.0
9781350205826,2022,literature,consuming joyce,John McCourt,17.99,Bloomsbury Publishing (UK),England,English,304.0
9781405179218,2008,literature,literary theory,Eagleton Terry,18.99,Wiley,Massachusetts,English,234.0
9781405190756,2012,literature,romanticism,Duncan Wu,29.99,Wiley,Massachusetts,English,1558.0
9780141182551,2000,literature,the crucible,Arthur Miller,8.99,Penguin Books Ltd,England,English,126.0
9780199537013,2008,literature,far from the madding crowd,Hardy Thomas,5.61,OUP Oxford,England,English,433.0
9780571108138,2001,literature,north,Heaney Seamus,9.16,Faber & Faber,England,English,73.0
9781846976124,2022,literature,tools of the trade,Gillies John,6.66,Birlinn Ltd,Scotland,English,112.0
9780140449327,2003,literature,the aeneid,Virgil,10.99,Penguin Books Ltd,England,English,307.0
9780140424430,2007,literature,selected poems,Alfred Tennyson,9.26,Penguin Books Ltd,England,English,384.0
9780140447804,1999,literature,the consolation of philosophy,Boethius,7.43,Penguin Books Ltd,England,English,154.0
9780571195473,1998,literature,the faber book of beasts,Muldoon Paul,9.99,Faber & Faber,England,English,295.0
9781913462666,2022,literature,welsh (plural),Chetty Darren,11.56,Watkins Media Limited,England,English,270.0
9780241361634,2020,literature,this is shakespeare,Emma Smith,9.26,Penguin Books Ltd,United Kingdom,English,349.0
9780241337547,2018,literature,dark days,Baldwin James,3.15,Penguin Books Ltd,United Kingdom,English,49.0
